2019-01-09 11:19:06,645 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@1794d431: startup date [Wed Jan 09 11:19:06 UTC 2019]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2019-01-10 19:21:38,491 | INFO  | Apache ActiveMQ 5.14.5 (localhost, ID:ubuntu-finterra-1-movetonewdroplet-s-8vcpu-32gb-sgp1-01-33381-1547148098361-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2019-01-10 19:21:38,516 | INFO  | Listening for connections at: tcp://ubuntu-finterra-1-movetonewdroplet-s-8vcpu-32gb-sgp1-01:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2019-01-10 19:21:38,517 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2019-01-10 19:21:38,522 | INFO  | Listening for connections at: amqp://ubuntu-finterra-1-movetonewdroplet-s-8vcpu-32gb-sgp1-01:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2019-01-10 19:21:38,523 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2019-01-10 19:21:38,527 | INFO  | Listening for connections at: stomp://ubuntu-finterra-1-movetonewdroplet-s-8vcpu-32gb-sgp1-01:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2019-01-10 19:21:38,535 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2019-01-10 19:21:38,587 | INFO  | Listening for connections at: mqtt://ubuntu-finterra-1-movetonewdroplet-s-8vcpu-32gb-sgp1-01:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2019-01-10 19:21:38,588 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2019-01-10 19:21:38,716 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@7fcf2fc1{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2019-01-10 19:21:38,768 | INFO  | Listening for connections at ws://ubuntu-finterra-1-movetonewdroplet-s-8vcpu-32gb-sgp1-01:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2019-01-10 19:21:38,769 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2019-01-10 19:21:38,771 | INFO  | Apache ActiveMQ 5.14.5 (localhost, ID:ubuntu-finterra-1-movetonewdroplet-s-8vcpu-32gb-sgp1-01-33381-1547148098361-0:1) started | org.apache.activemq.broker.BrokerService | main
2019-01-10 19:21:38,772 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2019-01-10 19:21:39,295 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2019-01-10 19:21:39,395 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2019-01-10 19:21:39,396 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2019-01-10 19:21:39,442 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2019-01-10 19:21:39,664 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2019-01-10 19:21:39,739 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2019-01-11 05:16:54,336 | INFO  | Apache ActiveMQ 5.14.5 (localhost, ID:ubuntu-finterra-1-movetonewdroplet-s-8vcpu-32gb-sgp1-01-33381-1547148098361-0:1) is shutting down | org.apache.activemq.broker.BrokerService | ActiveMQ ShutdownHook
2019-01-11 05:16:54,338 | INFO  | Connector openwire stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2019-01-11 05:16:54,338 | INFO  | socketQueue interrupted - stopping | org.apache.activemq.transport.tcp.TcpTransportServer | ActiveMQ Transport Server Thread Handler: tcp://0.0.0.0:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600
2019-01-11 05:16:54,340 | INFO  | Could not accept connection during shutdown  : java.lang.InterruptedException | org.apache.activemq.broker.TransportConnector | ActiveMQ Transport Server Thread Handler: tcp://0.0.0.0:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600
2019-01-11 05:16:54,340 | INFO  | Connector amqp stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2019-01-11 05:16:54,341 | INFO  | Connector stomp stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2019-01-11 05:16:54,342 | INFO  | Connector mqtt stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2019-01-11 05:16:54,348 | INFO  | Connector ws stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2019-01-11 05:16:54,351 | INFO  | PListStore:[/usr/local/activemq/activemq/data/localhost/tmp_storage] stopped | org.apache.activemq.store.kahadb.plist.PListStoreImpl | ActiveMQ ShutdownHook
2019-01-11 05:16:54,351 | INFO  | Stopping async queue tasks | org.apache.activemq.store.kahadb.KahaDBStore | ActiveMQ ShutdownHook
2019-01-11 05:16:54,352 | INFO  | Stopping async topic tasks | org.apache.activemq.store.kahadb.KahaDBStore | ActiveMQ ShutdownHook
2019-01-11 05:16:54,352 | INFO  | Stopped KahaDB | org.apache.activemq.store.kahadb.KahaDBStore | ActiveMQ ShutdownHook
2019-01-11 05:16:54,369 | INFO  | Apache ActiveMQ 5.14.5 (localhost, ID:ubuntu-finterra-1-movetonewdroplet-s-8vcpu-32gb-sgp1-01-33381-1547148098361-0:1) uptime 9 hours 55 minutes | org.apache.activemq.broker.BrokerService | ActiveMQ ShutdownHook
2019-01-11 05:16:54,371 | INFO  | Apache ActiveMQ 5.14.5 (localhost, ID:ubuntu-finterra-1-movetonewdroplet-s-8vcpu-32gb-sgp1-01-33381-1547148098361-0:1) is shutdown | org.apache.activemq.broker.BrokerService | ActiveMQ ShutdownHook
2019-01-11 05:16:54,372 | INFO  | Closing org.apache.activemq.xbean.XBeanBrokerFactory$1@1794d431: startup date [Thu Jan 10 19:21:37 UTC 2019]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | ActiveMQ ShutdownHook
2019-01-11 05:16:54,384 | INFO  | Destroying Spring FrameworkServlet 'dispatcher' | /admin | ActiveMQ ShutdownHook
